rank,symbol,strategy,variant,timeframe,trades,win_rate,net_profit,return_percent,cost_10bps_net_profit,cost_10bps_return_percent,profit_factor,cost_10bps_profit_factor,expectancy_r,max_drawdown,max_loss_streak,top3_profit_percent,volume_filter,score
123,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target1.5_hold32_long_only_none,1h,50,68.00,4038.44,40.38,3634.15,36.34,2.95,2.65,0.687,-466.41,3,15.34,none,76.44
124,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target2.5_hold16_long_only_volume>1.4xSMA30,1h,38,60.53,4062.64,40.63,3813.97,38.14,3.33,3.06,0.914,-683.81,5,25.39,volume>1.4xSMA30,75.95
125,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target2.5_hold8_long_only_volume>1.4xSMA30,1h,40,65.00,4126.58,41.27,3866.67,38.67,3.30,3.04,0.879,-675.56,5,24.77,volume>1.4xSMA30,75.88
126,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold64_long_only_volume>1.4xSMA30,1h,41,63.41,4392.37,43.92,4128.29,41.28,3.15,2.93,0.902,-700.58,5,19.16,volume>1.4xSMA30,75.66
127,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop1.7_target2.5_hold16_long_only_volume>1.4xSMA30,1h,40,60.00,4270.07,42.70,4002.24,40.02,3.23,2.97,0.905,-715.17,5,24.53,volume>1.4xSMA30,75.48
128,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop1.1_target3.5_hold48_all_none,1h,25,52.00,3862.67,38.63,3205.39,32.05,3.65,2.76,1.340,-281.47,2,35.91,none,75.37
129,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop1.1_target3.5_hold96_all_none,1h,25,52.00,3862.67,38.63,3205.39,32.05,3.65,2.76,1.340,-281.47,2,35.91,none,75.37
130,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2_hold32_long_only_none,1h,45,60.00,4244.20,42.44,3785.49,37.85,2.86,2.53,0.800,-530.94,4,19.36,none,74.89
131,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2_hold64_long_only_none,1h,45,60.00,4244.20,42.44,3785.49,37.85,2.86,2.53,0.800,-530.94,4,19.36,none,74.89
132,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2.5_hold16_long_only_none,1h,61,54.10,6682.03,66.82,5666.99,56.67,2.68,2.28,0.857,-826.88,5,18.01,none,74.49
133,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1_target2_hold8_long_only_none,1h,56,60.71,4908.26,49.08,4285.47,42.85,2.64,2.32,0.726,-568.73,4,17.71,none,74.43
134,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold16_long_only_volume>1.4xSMA30,1h,44,63.64,4354.78,43.55,4066.33,40.66,3.14,2.89,0.835,-785.29,5,19.35,volume>1.4xSMA30,73.84
135,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target3_hold16_long_only_none,1h,44,54.55,5063.29,50.63,4655.74,46.56,2.92,2.64,0.953,-878.32,5,25.89,none,73.45
136,PEPEUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target2_hold8_long_only_none,1h,43,62.79,3926.49,39.26,3492.77,34.93,2.94,2.59,0.783,-527.83,4,20.40,none,73.38
137,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.3_target3_hold8_long_only_none,1h,44,59.09,4806.72,48.07,4417.41,44.17,3.02,2.73,0.912,-861.59,5,26.77,none,73.29
138,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target3_hold64_long_only_volume>1.4xSMA30,1h,32,53.13,4215.45,42.15,3996.97,39.97,3.08,2.87,1.125,-833.32,5,29.21,volume>1.4xSMA30,72.71
139,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target2_hold8_long_only_volume>1.4xSMA30,1h,44,65.91,4120.57,41.21,3839.16,38.39,3.19,2.93,0.796,-726.89,5,20.11,volume>1.4xSMA30,72.71
140,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2_hold16_long_only_none,1h,47,61.70,4078.67,40.79,3686.50,36.87,2.78,2.50,0.740,-716.25,4,20.17,none,72.67
141,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.3_target3_hold16_long_only_none,1h,42,54.76,4791.32,47.91,4416.67,44.17,2.96,2.68,0.953,-723.71,5,27.14,none,72.46
142,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold64_long_only_volume>1.4xSMA30,1h,38,63.16,3973.23,39.73,3738.72,37.39,3.18,2.95,0.895,-673.37,5,20.36,volume>1.4xSMA30,72.42
143,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2.5_hold8_long_only_none,1h,61,54.10,6527.08,65.27,5512.14,55.12,2.64,2.24,0.842,-826.88,5,18.25,none,72.08
144,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target2.5_hold8_all_volume>1.5xSMA30,1h,92,54.35,5383.75,53.84,4679.75,46.80,2.34,2.08,0.479,-747.68,4,20.45,volume>1.5xSMA30,72.05
145,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop1.7_target3_hold8_long_only_volume>1.4xSMA30,1h,40,57.50,4126.51,41.27,3857.53,38.58,3.13,2.88,0.882,-686.47,5,29.67,volume>1.4xSMA30,71.79
146,PEPEUSDT,range_expansion_breakout,ch36_rng0.9_stop1.7_target2_hold8_long_only_volume>1.4xSMA30,1h,39,64.10,3351.80,33.52,3123.22,31.23,2.93,2.71,0.753,-911.22,4,24.26,volume>1.4xSMA30,71.66
147,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target1.5_hold8_long_only_volume>1.4xSMA30,1h,46,69.57,3399.94,34.00,3045.29,30.45,2.99,2.67,0.644,-460.27,3,17.36,volume>1.4xSMA30,71.05
148,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold32_long_only_none,1h,39,64.10,3869.89,38.70,3629.52,36.30,3.17,2.93,0.852,-627.88,5,20.73,none,70.89
149,PEPEUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target2_hold16_long_only_none,1h,43,60.47,3858.39,38.58,3429.86,34.30,2.83,2.51,0.772,-520.53,4,20.72,none,70.62
150,PEPEUSDT,range_expansion_breakout,ch36_rng1.6_stop1.3_target2.5_hold8_long_only_volume>1.4xSMA30,1h,33,63.64,3607.17,36.07,3365.80,33.66,3.34,3.05,0.950,-997.91,5,28.11,volume>1.4xSMA30,70.42
151,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold8_long_only_volume>1.4xSMA30,1h,51,62.75,5372.34,53.72,4561.09,45.61,3.04,2.54,0.857,-732.83,5,16.67,volume>1.4xSMA30,70.37
152,PEPEUSDT,range_expansion_breakout,ch36_rng0.9_stop1.7_target2_hold8_long_only_none,1h,41,63.41,3482.65,34.83,3235.63,32.36,2.83,2.62,0.741,-1062.86,4,23.79,none,70.15
153,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2.5_hold32_long_only_none,1h,61,52.46,6465.86,64.66,5453.09,54.53,2.57,2.18,0.836,-826.88,5,18.37,none,70.07
154,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2.5_hold64_long_only_none,1h,61,52.46,6465.86,64.66,5453.09,54.53,2.57,2.18,0.836,-826.88,5,18.37,none,70.07
155,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target3_hold32_long_only_volume>1.4xSMA30,1h,33,54.55,3973.32,39.73,3755.86,37.56,3.04,2.83,1.037,-773.77,5,30.43,volume>1.4xSMA30,69.46
156,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target2_hold64_short_only_none,1h,98,51.02,6377.70,63.78,5284.33,52.84,2.00,1.76,0.516,-1026.01,4,15.15,none,69.39
157,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold16_long_only_volume>1.4xSMA30,1h,51,62.75,5309.95,53.10,4499.26,44.99,3.01,2.52,0.849,-732.83,5,16.80,volume>1.4xSMA30,69.24
158,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target2_hold64_short_only_none,1h,100,51.00,6538.20,65.38,5256.76,52.57,2.03,1.75,0.515,-1036.06,4,14.92,none,68.76
159,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2.5_hold16_long_only_volume>1.4xSMA30,1h,38,57.89,3902.09,39.02,3649.54,36.50,3.08,2.83,0.884,-696.73,5,26.06,volume>1.4xSMA30,68.58
160,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target3.5_hold48_all_none,1h,27,51.85,4204.38,42.04,3227.98,32.28,3.60,2.48,1.333,-386.59,3,33.80,none,68.41
161,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target3.5_hold96_all_none,1h,27,51.85,4204.38,42.04,3227.98,32.28,3.60,2.48,1.333,-386.59,3,33.80,none,68.41
162,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.1_target3_hold16_short_only_volume>1.5xSMA30,1h,54,59.26,3771.09,37.71,3425.13,34.25,2.65,2.42,0.606,-513.94,4,30.92,volume>1.5xSMA30,68.35
163,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.3_target2.5_hold8_long_only_none,1h,47,59.57,4660.20,46.60,4250.14,42.50,2.84,2.57,0.830,-936.64,5,23.08,none,67.35
164,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold32_long_only_none,1h,45,62.22,4281.67,42.82,3986.50,39.87,2.87,2.65,0.805,-798.48,5,19.55,none,67.18
165,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1_target2.5_hold16_long_only_none,1h,52,53.85,5335.55,53.36,4755.09,47.55,2.63,2.34,0.841,-764.32,5,20.94,none,67.16
166,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold64_long_only_none,1h,39,61.54,3833.50,38.33,3593.08,35.93,2.97,2.76,0.846,-670.65,5,20.89,none,66.18
167,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target3_hold16_long_only_volume>1.4xSMA30,1h,36,52.78,3910.89,39.11,3668.76,36.69,2.95,2.72,0.938,-684.78,5,30.75,volume>1.4xSMA30,66.09
168,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target3_hold64_long_only_volume>1.4xSMA30,1h,31,51.61,3801.41,38.01,3598.28,35.98,2.93,2.74,1.065,-809.05,5,31.45,volume>1.4xSMA30,65.39
169,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target3_hold32_short_only_none,1h,102,45.10,7507.15,75.07,6146.59,61.47,1.99,1.73,0.567,-1054.76,5,20.61,none,65.19
170,PEPEUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target2_hold32_long_only_none,1h,43,58.14,3691.08,36.91,3263.43,32.63,2.65,2.35,0.744,-527.92,4,21.39,none,65.11
171,PEPEUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target2_hold64_long_only_none,1h,43,58.14,3691.08,36.91,3263.43,32.63,2.65,2.35,0.744,-527.92,4,21.39,none,65.11
172,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1_target2.5_hold8_long_only_none,1h,52,55.77,5148.45,51.48,4567.65,45.68,2.63,2.33,0.816,-765.58,5,21.38,none,65.04
173,WIFUSDT,liquidity_reclaim_reversal,sweep48_rsi14_stop0.5_target3_hold32_short_only_volume>1.5xSMA30,1h,40,52.50,3317.54,33.18,3010.31,30.10,2.69,2.44,0.735,-405.80,4,34.40,volume>1.5xSMA30,64.98
174,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target3_hold8_short_only_none,1h,102,47.06,6150.84,61.51,4873.09,48.73,1.99,1.71,0.485,-577.63,4,22.62,none,64.93
175,PEPEUSDT,range_expansion_breakout,ch12_rng0.9_stop1.3_target3_hold8_long_only_none,1h,61,52.46,4785.95,47.86,4196.46,41.96,2.27,2.03,0.658,-1257.21,4,27.87,none,64.69
176,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold64_long_only_none,1h,36,50.00,4207.04,42.07,3905.32,39.05,2.78,2.55,1.000,-676.81,5,29.14,none,64.06
177,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2_hold16_long_only_none,1h,42,59.52,3392.83,33.93,3065.30,30.65,2.66,2.40,0.708,-644.50,4,23.04,none,64.05
178,PEPEUSDT,range_expansion_breakout,ch36_rng1.1_stop1.7_target2_hold32_long_only_volume>1.4xSMA30,1h,36,63.89,3465.96,34.66,3256.90,32.57,3.05,2.83,0.840,-910.75,5,23.44,volume>1.4xSMA30,64.00
179,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target1.5_hold8_long_only_none,1h,56,66.07,3728.05,37.28,3278.56,32.79,2.56,2.29,0.574,-404.86,2,16.27,none,63.96
180,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold8_long_only_none,1h,50,64.00,4191.23,41.91,3855.67,38.56,2.82,2.59,0.711,-909.01,5,20.11,none,63.94
181,XRPUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold32_all_none,1h,93,49.46,5600.02,56.00,4728.37,47.28,1.94,1.74,0.490,-808.30,4,16.23,none,63.79
182,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target2_hold16_long_only_none,1h,45,62.22,3952.55,39.53,3663.11,36.63,2.87,2.64,0.753,-763.29,5,20.86,none,63.70
183,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold64_long_only_none,1h,45,60.00,4244.20,42.44,3948.98,39.49,2.73,2.53,0.800,-843.06,5,19.71,none,63.65
184,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold32_long_only_volume>1.4xSMA30,1h,51,60.78,5111.56,51.12,4302.61,43.03,2.84,2.38,0.824,-872.48,5,17.23,volume>1.4xSMA30,63.46
185,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold64_long_only_volume>1.4xSMA30,1h,51,60.78,5111.56,51.12,4302.61,43.03,2.84,2.38,0.824,-872.48,5,17.23,volume>1.4xSMA30,63.46
186,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target1.5_hold8_long_only_volume>1.4xSMA30,1h,53,66.04,4052.22,40.52,3270.03,32.70,2.76,2.27,0.651,-594.42,4,15.30,volume>1.4xSMA30,62.93
187,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target1.5_hold16_long_only_volume>1.4xSMA30,1h,53,66.04,4052.22,40.52,3270.03,32.70,2.76,2.27,0.651,-594.42,4,15.30,volume>1.4xSMA30,62.93
188,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target1.5_hold32_long_only_volume>1.4xSMA30,1h,53,66.04,4052.22,40.52,3270.03,32.70,2.76,2.27,0.651,-594.42,4,15.30,volume>1.4xSMA30,62.93
189,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target1.5_hold64_long_only_volume>1.4xSMA30,1h,53,66.04,4052.22,40.52,3270.03,32.70,2.76,2.27,0.651,-594.42,4,15.30,volume>1.4xSMA30,62.93
190,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1_target2.5_hold32_long_only_none,1h,52,51.92,5150.40,51.50,4571.25,45.71,2.51,2.24,0.817,-764.32,5,21.43,none,62.76
191,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1_target2.5_hold64_long_only_none,1h,52,51.92,5150.40,51.50,4571.25,45.71,2.51,2.24,0.817,-764.32,5,21.43,none,62.76
192,PEPEUSDT,range_expansion_breakout,ch36_rng1.6_stop1.3_target2.5_hold8_long_only_none,1h,34,61.76,3471.10,34.71,3222.60,32.23,3.08,2.81,0.893,-1128.81,5,29.17,none,62.68
193,PEPEUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target2_hold8_long_only_none,1h,49,59.18,3918.19,39.18,3401.79,34.02,2.51,2.21,0.687,-672.86,4,20.69,none,62.55
194,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target2_hold8_all_volume>1.5xSMA30,1h,95,54.74,4799.46,47.99,4107.54,41.08,2.17,1.93,0.422,-774.30,4,17.89,volume>1.5xSMA30,62.46
195,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target3_hold32_long_only_volume>1.4xSMA30,1h,32,53.13,3566.33,35.66,3364.17,33.64,2.89,2.69,0.976,-751.24,5,32.91,volume>1.4xSMA30,62.06
196,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold16_long_only_none,1h,49,61.22,4213.34,42.13,3885.68,38.86,2.71,2.49,0.730,-952.91,5,19.97,none,61.84
197,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target2_hold8_all_volume>1.5xSMA30,1h,95,54.74,4799.46,47.99,4067.31,40.67,2.17,1.92,0.422,-774.30,4,17.89,volume>1.5xSMA30,61.77
198,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2.5_hold32_long_only_volume>1.4xSMA30,1h,35,57.14,3581.06,35.81,3356.33,33.56,2.87,2.67,0.892,-612.27,5,27.55,volume>1.4xSMA30,61.68
199,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target2.5_hold8_long_only_none,1h,43,60.47,3696.48,36.96,3417.05,34.17,2.90,2.65,0.745,-787.24,5,27.16,none,61.57
200,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target2_hold8_short_only_volume>1.5xSMA30,1h,55,60.00,3759.79,37.60,3356.92,33.57,2.98,2.64,0.590,-534.04,5,21.11,volume>1.5xSMA30,61.19
201,PEPEUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target2_hold16_long_only_none,1h,49,57.14,3850.13,38.50,3339.95,33.40,2.44,2.16,0.678,-663.55,4,20.96,none,60.62
202,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop1.7_target3_hold16_long_only_volume>1.4xSMA30,1h,38,52.63,3791.52,37.92,3539.50,35.40,2.78,2.57,0.866,-796.58,5,31.54,volume>1.4xSMA30,60.62
203,PEPEUSDT,range_expansion_breakout,ch12_rng0.9_stop1.3_target2.5_hold8_long_only_none,1h,66,53.03,4711.70,47.12,4080.67,40.81,2.15,1.93,0.599,-1344.83,4,23.85,none,60.58
