rank,symbol,strategy,variant,timeframe,trades,win_rate,net_profit,return_percent,cost_10bps_net_profit,cost_10bps_return_percent,profit_factor,cost_10bps_profit_factor,expectancy_r,max_drawdown,max_loss_streak,top3_profit_percent,volume_filter,score
1,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target3.5_hold12_short_only_none,1h,13,84.62,3515.68,35.16,3107.25,31.07,17.22,11.00,2.358,-116.70,1,37.70,none,266.73
2,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target2.5_hold12_short_only_none,1h,14,85.71,3181.26,31.81,2741.89,27.42,15.61,9.79,2.000,-117.68,1,29.58,none,234.81
3,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target2.5_hold24_short_only_none,1h,14,85.71,3181.26,31.81,2741.89,27.42,15.61,9.79,2.000,-117.68,1,29.58,none,234.81
4,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target2.5_hold48_short_only_none,1h,14,85.71,3181.26,31.81,2741.89,27.42,15.61,9.79,2.000,-117.68,1,29.58,none,234.81
5,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target2.5_hold96_short_only_none,1h,14,85.71,3181.26,31.81,2741.89,27.42,15.61,9.79,2.000,-117.68,1,29.58,none,234.81
6,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target3.5_hold48_short_only_none,1h,13,76.92,3687.03,36.87,3268.79,32.69,11.64,7.50,2.462,-124.70,1,36.40,none,180.84
7,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target3.5_hold96_short_only_none,1h,13,76.92,3687.03,36.87,3268.79,32.69,11.64,7.50,2.462,-124.70,1,36.40,none,180.84
8,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target3.5_hold24_short_only_none,1h,13,76.92,3456.38,34.56,3042.62,30.43,11.10,7.12,2.327,-122.59,1,38.18,none,169.09
9,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target3_hold8_long_only_none,1h,52,59.62,8903.44,89.03,7973.97,79.74,3.79,3.24,1.250,-502.73,3,18.13,none,134.46
10,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target3_hold16_long_only_none,1h,52,57.69,8947.57,89.48,8016.01,80.16,3.66,3.13,1.256,-665.55,4,18.15,none,131.65
11,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target3_hold8_long_only_volume>1.4xSMA30,1h,46,63.04,8549.22,85.49,7734.03,77.34,4.24,3.62,1.370,-815.29,5,18.53,volume>1.4xSMA30,128.91
12,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target3_hold32_long_only_none,1h,52,55.77,8702.04,87.02,7772.59,77.73,3.47,2.97,1.231,-665.55,4,18.42,none,125.24
13,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target3_hold64_long_only_none,1h,52,55.77,8702.04,87.02,7772.59,77.73,3.47,2.97,1.231,-665.55,4,18.42,none,125.24
14,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target3_hold8_long_only_none,1h,42,66.67,5910.99,59.11,5522.06,55.22,4.02,3.64,1.127,-594.90,4,23.00,none,119.61
15,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold16_long_only_none,1h,54,61.11,7897.92,78.98,6964.19,69.64,3.57,3.02,1.098,-544.67,3,16.34,none,118.79
16,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2.5_hold16_long_only_none,1h,45,64.44,6232.43,62.32,5820.06,58.20,3.79,3.43,1.095,-606.04,4,18.78,none,117.47
17,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2.5_hold8_long_only_none,1h,46,67.39,6069.00,60.69,5646.59,56.47,3.82,3.45,1.048,-609.65,4,19.07,none,116.30
18,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold8_long_only_none,1h,54,61.11,7731.67,77.32,6798.18,67.98,3.51,2.97,1.080,-544.67,3,16.48,none,115.95
19,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold8_long_only_volume>1.4xSMA30,1h,42,71.43,4829.61,48.30,4554.87,45.55,4.17,3.83,0.951,-572.82,4,17.92,volume>1.4xSMA30,114.76
20,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold16_long_only_none,1h,39,64.10,5370.50,53.71,5040.44,50.40,3.99,3.62,1.121,-568.12,4,20.44,none,114.37
21,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2.5_hold8_long_only_volume>1.4xSMA30,1h,37,70.27,4545.02,45.45,4299.91,43.00,4.21,3.87,1.029,-553.65,4,23.08,volume>1.4xSMA30,113.45
22,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target3_hold8_long_only_volume>1.4xSMA30,1h,34,64.71,4565.66,45.66,4335.90,43.36,4.18,3.85,1.128,-557.76,4,27.28,volume>1.4xSMA30,113.28
23,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold32_long_only_none,1h,54,59.26,7665.99,76.66,6734.28,67.34,3.37,2.86,1.074,-544.67,3,16.62,none,112.46
24,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold64_long_only_none,1h,54,59.26,7665.99,76.66,6734.28,67.34,3.37,2.86,1.074,-544.67,3,16.62,none,112.46
25,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target3_hold16_long_only_none,1h,40,60.00,5681.19,56.81,5312.85,53.13,3.74,3.38,1.148,-591.40,4,23.70,none,111.24
26,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2.5_hold16_long_only_none,1h,44,61.36,6052.00,60.52,5569.98,55.70,3.65,3.26,1.096,-555.80,4,18.94,none,110.75
27,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold16_long_only_volume>1.4xSMA30,1h,41,68.29,4794.18,47.94,4527.76,45.28,3.94,3.62,0.969,-563.97,4,17.98,volume>1.4xSMA30,109.44
28,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2.5_hold8_long_only_none,1h,44,63.64,5856.16,58.56,5373.60,53.74,3.69,3.28,1.067,-556.72,4,19.28,none,109.37
29,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold8_long_only_none,1h,37,64.86,4924.09,49.24,4609.54,46.10,3.92,3.55,1.104,-552.42,4,25.64,none,108.41
30,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold16_long_only_volume>1.4xSMA30,1h,38,68.42,4363.33,43.63,4126.79,41.27,4.06,3.73,0.966,-542.07,4,18.99,volume>1.4xSMA30,108.22
31,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target3_hold8_long_only_volume>1.4xSMA30,1h,49,59.18,7998.29,79.98,7120.53,71.21,3.56,3.04,1.225,-916.25,5,19.28,volume>1.4xSMA30,107.85
32,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2.5_hold8_long_only_none,1h,50,62.00,6320.16,63.20,5746.25,57.46,3.39,3.01,0.998,-519.17,3,18.58,none,106.29
33,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold8_long_only_volume>1.4xSMA30,1h,35,68.57,4110.12,41.10,3888.45,38.88,4.02,3.69,1.000,-531.73,4,24.51,volume>1.4xSMA30,104.91
34,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2.5_hold16_long_only_volume>1.4xSMA30,1h,35,62.86,4327.63,43.28,4096.82,40.97,3.93,3.61,1.045,-548.99,4,23.97,volume>1.4xSMA30,104.79
35,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2.5_hold32_long_only_none,1h,44,59.09,5858.20,58.58,5377.20,53.77,3.42,3.05,1.068,-555.80,4,19.33,none,103.69
36,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2.5_hold64_long_only_none,1h,44,59.09,5858.20,58.58,5377.20,53.77,3.42,3.05,1.068,-555.80,4,19.33,none,103.69
37,PEPEUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target2.5_hold16_long_only_none,1h,43,60.47,5660.48,56.60,5199.86,52.00,3.49,3.12,1.063,-555.80,4,19.75,none,103.55
38,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold16_long_only_none,1h,36,58.33,4921.61,49.22,4613.26,46.13,3.69,3.35,1.135,-562.75,4,26.03,none,103.38
39,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold16_long_only_volume>1.4xSMA30,1h,48,62.50,7128.74,71.29,6318.42,63.18,3.69,3.13,1.142,-767.24,5,17.33,volume>1.4xSMA30,102.49
40,PEPEUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target2.5_hold8_long_only_none,1h,43,62.79,5469.42,54.69,5008.28,50.08,3.53,3.14,1.033,-556.72,4,20.14,none,102.10
41,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold8_long_only_volume>1.4xSMA30,1h,39,69.23,4173.26,41.73,3930.17,39.30,3.88,3.56,0.907,-546.10,4,19.62,volume>1.4xSMA30,101.83
42,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold8_long_only_none,1h,40,65.00,4848.50,48.48,4512.68,45.13,3.63,3.28,1.006,-557.71,4,21.83,none,100.84
43,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold8_long_only_none,1h,46,69.57,4715.83,47.16,4408.72,44.09,3.60,3.30,0.852,-568.43,4,18.21,none,100.24
44,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2.5_hold16_long_only_none,1h,50,58.00,6200.09,62.00,5630.72,56.31,3.15,2.80,0.984,-657.83,4,18.84,none,99.70
45,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold8_long_only_volume>1.4xSMA30,1h,48,62.50,6969.64,69.70,6159.54,61.60,3.63,3.08,1.122,-767.24,5,17.50,volume>1.4xSMA30,99.60
46,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold16_long_only_none,1h,39,66.67,4219.70,42.20,3977.25,39.77,3.73,3.43,0.916,-536.65,4,19.44,none,99.07
47,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold16_long_only_none,1h,45,66.67,4796.38,47.96,4496.95,44.97,3.50,3.21,0.884,-564.05,4,17.97,none,98.85
48,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold16_long_only_volume>1.4xSMA30,1h,34,61.76,3978.18,39.78,3762.03,37.62,3.76,3.46,1.002,-535.60,4,25.44,volume>1.4xSMA30,97.68
49,PEPEUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target2.5_hold32_long_only_none,1h,43,58.14,5471.42,54.71,5011.78,50.12,3.27,2.92,1.035,-555.80,4,20.19,none,96.83
50,PEPEUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target2.5_hold64_long_only_none,1h,43,58.14,5471.42,54.71,5011.78,50.12,3.27,2.92,1.035,-555.80,4,20.19,none,96.83
51,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2.5_hold8_long_only_volume>1.4xSMA30,1h,45,64.44,6009.25,60.09,5497.06,54.97,3.64,3.23,1.064,-737.74,5,19.16,volume>1.4xSMA30,96.82
52,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold32_long_only_volume>1.4xSMA30,1h,48,60.42,6906.78,69.07,6098.39,60.98,3.47,2.94,1.115,-767.24,5,17.65,volume>1.4xSMA30,95.69
53,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold64_long_only_volume>1.4xSMA30,1h,48,60.42,6906.78,69.07,6098.39,60.98,3.47,2.94,1.115,-767.24,5,17.65,volume>1.4xSMA30,95.69
54,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2_hold8_long_only_none,1h,52,65.38,5519.80,55.20,4944.69,49.45,3.26,2.87,0.859,-425.19,3,16.34,none,95.04
55,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2.5_hold32_long_only_none,1h,50,56.00,6004.51,60.05,5436.33,54.36,2.98,2.66,0.960,-657.83,4,19.22,none,94.16
56,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2.5_hold64_long_only_none,1h,50,56.00,6004.51,60.05,5436.33,54.36,2.98,2.66,0.960,-657.83,4,19.22,none,94.16
57,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target3_hold8_long_only_volume>1.4xSMA30,1h,33,60.61,3920.94,39.21,3708.28,37.08,3.59,3.31,1.023,-533.07,4,30.36,volume>1.4xSMA30,93.38
58,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target1.5_hold8_long_only_none,1h,51,72.55,4435.54,44.36,4020.07,40.20,3.49,3.12,0.728,-243.36,2,14.33,none,92.58
59,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2.5_hold8_long_only_none,1h,40,67.50,4081.39,40.81,3819.59,38.20,3.47,3.19,0.870,-536.00,4,24.88,none,91.62
60,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target3_hold8_long_only_none,1h,58,53.45,7797.21,77.97,6778.67,67.79,2.93,2.50,1.017,-802.99,5,19.56,none,91.31
61,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target3_hold8_long_only_none,1h,49,57.14,6612.32,66.12,6020.94,60.21,3.11,2.77,1.059,-781.28,5,21.53,none,90.51
62,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold8_long_only_none,1h,36,66.67,3718.66,37.19,3493.30,34.93,3.53,3.25,0.894,-533.10,4,26.35,none,89.85
63,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target3_hold16_long_only_none,1h,43,55.81,6090.79,60.91,5603.39,56.03,3.26,2.92,1.131,-895.74,5,22.42,none,89.80
64,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target3_hold8_long_only_none,1h,37,62.16,4032.92,40.33,3786.29,37.86,3.40,3.13,0.935,-598.01,4,29.84,none,89.72
65,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold16_long_only_none,1h,35,60.00,3838.40,38.38,3616.50,36.16,3.46,3.18,0.945,-530.25,4,26.10,none,89.43
66,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target3_hold8_long_only_none,1h,43,58.14,5983.70,59.84,5491.13,54.91,3.29,2.94,1.115,-906.66,5,22.74,none,89.10
67,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold8_long_only_none,1h,40,67.50,3847.60,38.48,3600.11,36.00,3.46,3.17,0.826,-612.02,4,20.83,none,88.84
68,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2.5_hold16_long_only_none,1h,38,60.53,4048.79,40.49,3799.59,38.00,3.35,3.08,0.911,-538.31,4,25.12,none,88.64
69,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target3_hold16_long_only_volume>1.4xSMA30,1h,33,57.58,4336.71,43.37,4116.23,41.16,3.69,3.41,1.114,-545.31,5,28.04,volume>1.4xSMA30,87.98
70,PEPEUSDT,range_expansion_breakout,ch36_rng1.1_stop1.7_target2_hold8_long_only_volume>1.4xSMA30,1h,37,67.57,3622.89,36.23,3406.02,34.06,3.46,3.19,0.848,-645.62,3,22.52,volume>1.4xSMA30,87.17
71,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target1.5_hold16_long_only_none,1h,50,70.00,4289.48,42.89,3884.33,38.84,3.32,2.97,0.723,-398.01,3,14.70,none,87.06
72,ETHUSDT,atr_squeeze_continuation,ch36_cmp1_stop1.5_target3.5_hold96_short_only_volume>1.25xSMA30,1h,20,55.00,3005.24,30.05,2803.48,28.03,3.79,3.39,1.346,-375.38,3,43.29,volume>1.25xSMA30,86.85
73,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1_target2.5_hold8_long_only_none,1h,54,57.41,5677.08,56.77,5054.22,50.54,2.77,2.45,0.850,-665.02,4,19.93,none,85.20
74,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2.5_hold8_long_only_volume>1.4xSMA30,1h,42,64.29,5048.95,50.49,4682.77,46.83,3.44,3.11,0.991,-1100.84,5,21.75,volume>1.4xSMA30,84.89
75,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2.5_hold16_long_only_volume>1.4xSMA30,1h,51,58.82,6620.00,66.20,5751.51,57.52,3.14,2.65,1.016,-848.28,5,18.11,volume>1.4xSMA30,84.74
76,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target3_hold8_long_only_volume>1.4xSMA30,1h,38,63.16,4756.66,47.57,4424.19,44.24,3.54,3.21,1.045,-1063.81,5,26.82,volume>1.4xSMA30,84.71
77,PEPEUSDT,range_expansion_breakout,ch36_rng1.35_stop1.7_target2_hold8_long_only_volume>1.4xSMA30,1h,34,67.65,3226.16,32.26,3036.06,30.36,3.51,3.23,0.834,-620.55,3,24.31,volume>1.4xSMA30,84.65
78,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2.5_hold64_long_only_none,1h,45,57.78,5699.62,57.00,5292.02,52.92,3.08,2.82,1.022,-740.40,5,19.87,none,84.45
79,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold64_long_only_none,1h,39,58.97,5024.91,50.25,4696.66,46.97,3.33,3.05,1.064,-701.50,5,21.36,none,84.37
80,PEPEUSDT,range_expansion_breakout,ch36_rng1.1_stop1.7_target2_hold8_long_only_none,1h,39,66.67,3756.40,37.56,3521.21,35.21,3.30,3.04,0.830,-794.67,4,22.08,none,84.27
81,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2_hold16_long_only_none,1h,52,61.54,5143.26,51.43,4578.66,45.79,2.94,2.59,0.812,-554.93,4,17.15,none,84.25
82,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target3_hold16_long_only_none,1h,49,53.06,6398.06,63.98,5816.37,58.16,2.91,2.60,1.034,-922.07,5,21.97,none,83.83
83,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2_hold8_long_only_none,1h,45,64.44,4489.12,44.89,4023.88,40.24,3.17,2.79,0.837,-538.39,4,18.57,none,83.73
84,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold8_long_only_none,1h,57,61.40,5828.73,58.29,4905.81,49.06,2.92,2.44,0.819,-577.35,3,15.82,none,83.69
85,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target2_hold16_long_only_volume>1.4xSMA30,1h,42,66.67,4379.64,43.80,4110.60,41.11,3.54,3.25,0.878,-688.68,5,19.17,volume>1.4xSMA30,83.65
86,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold16_long_only_none,1h,57,61.40,5764.49,57.64,4842.14,48.42,2.90,2.42,0.812,-577.35,3,15.93,none,82.60
87,PEPEUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target2.5_hold16_long_only_none,1h,49,55.10,5265.29,52.65,4724.68,47.25,2.77,2.47,0.882,-629.56,4,20.91,none,82.30
88,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2.5_hold8_long_only_volume>1.4xSMA30,1h,51,58.82,6465.62,64.66,5597.23,55.97,3.09,2.61,0.997,-848.28,5,18.36,volume>1.4xSMA30,82.09
89,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop1.7_target2_hold8_long_only_volume>1.4xSMA30,1h,48,66.67,4714.72,47.15,4395.42,43.95,3.32,3.05,0.817,-721.30,5,18.46,volume>1.4xSMA30,81.33
90,PEPEUSDT,range_expansion_breakout,ch36_rng1.1_stop1.7_target3_hold8_long_only_volume>1.4xSMA30,1h,30,60.00,3254.36,32.54,3072.43,30.72,3.32,3.07,0.959,-571.28,3,36.27,volume>1.4xSMA30,81.00
91,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2.5_hold32_long_only_none,1h,45,57.78,5450.47,54.50,5048.60,50.49,3.04,2.77,0.986,-710.47,5,20.44,none,80.99
92,PEPEUSDT,range_expansion_breakout,ch36_rng1.1_stop1.7_target2_hold16_long_only_volume>1.4xSMA30,1h,36,66.67,3805.59,38.06,3595.09,35.95,3.62,3.35,0.909,-660.39,5,21.55,volume>1.4xSMA30,80.94
93,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2_hold16_long_only_none,1h,45,62.22,4418.27,44.18,3958.64,39.59,3.05,2.70,0.827,-530.94,4,18.82,none,80.80
94,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold32_long_only_none,1h,39,58.97,4786.47,47.86,4463.03,44.63,3.28,2.99,1.022,-673.14,5,22.06,none,80.72
95,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold32_long_only_volume>1.4xSMA30,1h,41,65.85,4430.23,44.30,4166.18,41.66,3.36,3.10,0.908,-655.64,5,19.03,volume>1.4xSMA30,80.64
96,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop1.7_target2.5_hold8_long_only_volume>1.4xSMA30,1h,43,65.12,4503.08,45.03,4214.20,42.14,3.35,3.08,0.880,-700.58,5,23.54,volume>1.4xSMA30,80.49
97,PEPEUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target2.5_hold8_long_only_none,1h,49,57.14,5079.05,50.79,4537.98,45.38,2.78,2.46,0.856,-630.60,4,21.36,none,80.25
98,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target2.5_hold64_short_only_none,1h,100,46.00,7664.68,76.65,6313.16,63.13,2.04,1.78,0.585,-1039.88,4,17.18,none,79.95
99,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.3_target2.5_hold16_long_only_none,1h,45,60.00,5162.33,51.62,4765.95,47.66,3.14,2.84,0.943,-798.61,5,21.40,none,79.79
100,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target3_hold16_long_only_volume>1.4xSMA30,1h,32,56.25,3919.13,39.19,3714.06,37.14,3.51,3.24,1.055,-529.43,5,30.12,volume>1.4xSMA30,79.78
101,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold8_long_only_volume>1.4xSMA30,1h,45,66.67,4445.41,44.45,4148.17,41.48,3.36,3.08,0.829,-705.34,5,19.10,volume>1.4xSMA30,79.71
102,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target3_hold8_long_only_none,1h,46,60.87,5284.03,52.84,4856.22,48.56,3.09,2.80,0.942,-725.20,5,24.96,none,79.68
103,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target2.5_hold16_long_only_none,1h,49,59.18,5592.81,55.93,5140.72,51.41,2.99,2.71,0.924,-974.38,5,20.25,none,79.64
104,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop1.7_target2_hold16_long_only_volume>1.4xSMA30,1h,46,65.22,4662.86,46.63,4358.93,43.59,3.25,2.99,0.845,-802.15,5,18.58,volume>1.4xSMA30,79.28
105,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2.5_hold32_long_only_volume>1.4xSMA30,1h,51,56.86,6404.63,64.05,5538.40,55.38,2.97,2.52,0.990,-861.11,5,18.47,volume>1.4xSMA30,79.27
106,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2.5_hold64_long_only_volume>1.4xSMA30,1h,51,56.86,6404.63,64.05,5538.40,55.38,2.97,2.52,0.990,-861.11,5,18.47,volume>1.4xSMA30,79.27
107,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2_hold32_long_only_none,1h,52,59.62,4960.44,49.60,4396.97,43.97,2.78,2.46,0.788,-554.93,4,17.57,none,78.98
108,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2_hold64_long_only_none,1h,52,59.62,4960.44,49.60,4396.97,43.97,2.78,2.46,0.788,-554.93,4,17.57,none,78.98
109,PEPEUSDT,range_expansion_breakout,ch36_rng1.35_stop1.7_target2_hold16_long_only_volume>1.4xSMA30,1h,33,66.67,3403.54,34.04,3219.65,32.20,3.69,3.41,0.901,-634.75,5,23.16,volume>1.4xSMA30,78.91
110,PEPEUSDT,range_expansion_breakout,ch36_rng1.1_stop1.7_target2.5_hold8_long_only_volume>1.4xSMA30,1h,32,65.63,3102.65,31.03,2914.42,29.14,3.29,3.04,0.860,-494.58,3,31.16,volume>1.4xSMA30,78.82
111,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target3_hold8_all_volume>1.5xSMA30,1h,92,53.26,5853.18,58.53,5151.19,51.51,2.43,2.17,0.514,-879.88,4,22.70,volume>1.5xSMA30,78.53
112,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target2.5_hold8_long_only_none,1h,50,62.00,5435.82,54.36,4973.60,49.74,2.99,2.70,0.885,-865.76,5,20.71,none,78.12
113,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target3_hold8_long_only_none,1h,34,58.82,3469.02,34.69,3253.06,32.53,3.14,2.90,0.895,-725.44,4,33.42,none,78.11
114,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1_target2.5_hold8_long_only_volume>1.4xSMA30,1h,48,60.42,5533.76,55.34,4982.89,49.83,3.05,2.70,0.935,-879.61,5,20.26,volume>1.4xSMA30,78.08
115,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold32_long_only_volume>1.4xSMA30,1h,38,65.79,4009.98,40.10,3775.52,37.76,3.41,3.15,0.901,-630.18,5,20.20,volume>1.4xSMA30,77.89
116,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target1.5_hold64_long_only_none,1h,50,68.00,4125.65,41.26,3718.92,37.19,2.97,2.67,0.700,-469.88,3,15.11,none,77.65
117,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2.5_hold8_long_only_volume>1.4xSMA30,1h,40,65.00,4168.19,41.68,3901.27,39.01,3.36,3.09,0.887,-681.73,5,24.70,volume>1.4xSMA30,77.57
118,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold32_long_only_none,1h,57,59.65,5560.21,55.60,4639.66,46.40,2.75,2.30,0.789,-583.95,4,16.30,none,77.55
119,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold64_long_only_none,1h,57,59.65,5560.21,55.60,4639.66,46.40,2.75,2.30,0.789,-583.95,4,16.30,none,77.55
120,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target3_hold8_long_only_volume>1.4xSMA30,1h,37,59.46,4188.29,41.88,3936.32,39.36,3.34,3.08,0.965,-686.79,5,29.24,volume>1.4xSMA30,77.54
121,PEPEUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target2.5_hold32_long_only_none,1h,49,53.06,5080.99,50.81,4541.51,45.42,2.64,2.35,0.857,-641.23,4,21.41,none,77.50
